Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Israel,180808.8,161800.0,170736.6,176735.0,170351.4,169809.4,202497.2,174438.2,188217.0,184285.6,178523.6,179885.0,177375.2,164730.6,189051.2,183773.6,181890.8,196696.8,187433.4,201168.0,194146.2,187494.4,156838.4,153552.8,182039.8,154641.2,169155.4
Italy,93453.0,96418.14285714286,104739.28571428572,105263.28571428572,105657.14285714286,106974.71428571428,103756.14285714286,100603.57142857143,99565.42857142857,88033.85714285714,92496.28571428572,92532.42857142857,92178.0,87608.57142857143,100954.28571428572,97185.71428571428,95165.42857142857,103358.14285714286,102089.0,101568.28571428572,104467.71428571428,108298.28571428572,101295.42857142857,109710.71428571428,113457.85714285714,112723.71428571428,115205.42857142857
Jamaica,94026.14285714286,89771.42857142857,106172.71428571428,119639.71428571428,123229.0,125734.0,126122.71428571428,119367.28571428572,121868.71428571428,123610.0,118712.71428571428,123983.57142857143,123096.42857142857,125232.0,122671.14285714286,123217.0,127449.85714285714,126860.42857142857,127170.28571428572,133249.85714285713,129403.57142857143,141929.42857142858,133872.14285714287,132842.85714285713,131690.85714285713,131193.0,134806.14285714287
Japan,127039.85714285714,121420.0,125337.42857142857,110684.57142857143,130410.14285714286,128197.14285714286,123695.14285714286,129014.42857142857,127776.71428571428,126747.85714285714,132681.85714285713,132078.42857142858,134738.14285714287,129786.57142857143,135957.57142857142,136741.42857142858,130696.0,137003.14285714287,135688.2857142857,128506.71428571428,122373.85714285714,126721.0,129746.85714285714,130336.57142857143,132189.2857142857,131329.14285714287,130061.42857142857
Jordan,140056.0,110906.0,158080.66666666666,117479.66666666669,122439.0,121175.5,129851.5,111593.5,88066.5,117300.5,150521.0,156657.0,193974.75,174859.0,195114.5,185999.5,168335.0,161083.0,140456.0,164945.5,158334.5,210231.5,146801.5,171658.0,184487.0,200249.5,265037.75
Kenya,59026.1,62098.9,55394.2,59407.5,59466.8,58161.4,53869.2,54282.2,51114.8,60613.0,48667.2,54816.6,49975.8,58084.7,59250.3,71075.7,69272.5,70110.1,76078.9,67058.3,67557.7,73664.2,81123.2,77089.1,77701.2,80367.7,66590.7
Kuwait,112235.0,108889.0,196719.3333333333,198951.3333333333,207692.66666666663,208509.3333333333,209199.3333333333,207494.66666666663,165155.33333333334,169353.33333333334,170577.0,168825.33333333334,169071.66666666666,168184.66666666666,167841.0,175950.33333333334,175921.0,167853.66666666666,168764.66666666666,167945.0,167337.66666666666,213677.3333333333,199529.3333333333,206672.66666666663,203656.66666666663,135523.33333333334,166295.0
Lao People's Democratic Republic,53178.66666666666,54976.0,54997.16666666666,53990.833333333336,52580.333333333336,50882.833333333336,53691.5,49483.833333333336,49930.833333333336,54948.16666666666,47169.5,47402.0,57072.833333333336,58959.833333333336,60909.16666666666,68425.0,79257.0,98928.83333333331,109614.83333333331,98317.66666666669,117445.33333333331,129490.16666666669,102754.33333333331,126082.0,134529.83333333334,160485.0,161251.33333333334
Lebanon,57510.25,63573.25,66463.75,65019.0,72967.0,75640.0,76712.5,71101.0,71873.75,70556.75,73662.0,76798.0,77261.75,73574.0,90469.5,86167.75,69109.75,82813.0,85311.25,77267.0,80706.5,81207.5,79884.25,87125.5,85302.0,85049.5,85876.25
Lesotho,51533.75,42254.0,42286.0,44727.25,44285.0,44622.25,48097.75,48444.5,50686.0,47837.25,46962.25,50257.75,45585.75,45030.75,45083.75,46142.75,44167.25,44425.0,44002.25,43263.5,48988.25,46526.75,45245.5,49308.5,47113.0,46139.5,46147.75
Liberia,48349.66666666666,47073.333333333336,47067.0,47133.333333333336,47502.66666666666,47240.833333333336,48217.333333333336,48330.0,48448.833333333336,48376.333333333336,48547.16666666666,48355.66666666666,48094.16666666666,47744.16666666666,47842.66666666666,48445.0,47624.5,49476.66666666666,49316.333333333336,51033.0,51695.66666666666,52022.16666666666,52400.16666666666,51647.16666666666,51936.0,52364.66666666666,52727.0
Libya,34291.0,35372.333333333336,33863.0,35700.0,45598.66666666666,61939.66666666666,68364.33333333333,67267.33333333333,68916.66666666667,92596.33333333331,78995.0,74324.66666666667,72655.33333333333,72624.66666666667,75613.66666666667,63068.333333333336,75188.33333333333,74486.0,74447.0,75688.33333333333,73633.0,72816.66666666667,73015.0,74874.0,77021.0,76544.66666666667,75537.33333333333
Madagascar,32083.75,29862.0,30502.75,30608.0,30379.125,31101.625,30877.0,31255.375,30648.5,31584.25,31274.375,32038.125,30665.625,28671.125,30095.75,35509.5,35756.75,36187.125,36340.75,36709.375,36628.625,37003.875,37638.375,38189.75,38432.0,39156.125,39662.875
Malawi,29057.85714285714,24666.714285714286,31284.14285714286,28843.571428571428,26821.0,24850.42857142857,31787.85714285714,32823.0,35158.857142857145,38403.57142857143,53656.42857142857,59530.57142857143,55868.28571428572,53695.375,53136.0,45489.75,57558.375,65061.375,62501.25,67207.625,66531.875,68576.375,71268.625,72349.875,73691.75,70754.5,69316.25
Malaysia,51164.8,64700.75,65098.5,67614.75,68153.5,68828.75,68542.75,70895.5,75253.75,77305.5,76750.25,83149.75,86008.5,94125.75,96570.75,103371.0,110527.0,102036.75,94826.0,103452.0,83136.0,86488.75,154604.25,112474.75,107969.0,104434.5,110586.0
Maldives,16941.75,13900.5,13053.5,12670.5,13483.0,10889.5,25497.5,18398.0,16822.0,21668.75,15849.0,23165.0,23181.5,21022.5,19841.25,18906.0,18555.5,18921.75,19637.0,20084.75,21323.75,22211.75,22346.75,21499.5,18652.0,16779.75,19341.25
Mali,45229.11111111111,47096.333333333336,44650.66666666666,47903.11111111111,46471.22222222222,47364.88888888889,49944.66666666666,49407.88888888889,50308.11111111111,65870.88888888889,75473.0,64552.88888888889,73899.77777777778,72281.44444444444,89894.22222222222,83637.77777777778,105227.22222222222,103691.11111111112,100942.88888888888,103205.22222222222,98622.44444444444,95485.22222222222,95866.0,93779.77777777778,86863.88888888889,86642.88888888889,103548.0
Malta,76409.5,100925.0,117187.5,120501.5,127922.0,128125.0,147091.0,155513.0,120863.0,121485.0,118129.5,91057.0,144514.0,120988.0,124235.5,139842.0,132692.5,122471.5,159881.0,96564.5,135003.0,158686.0,114076.5,114027.5,113577.0,81290.0,72934.0
Martinique,122651.0,116658.33333333331,122722.66666666669,92229.0,100557.0,101080.0,102722.25,98628.0,102252.0,107244.75,101948.0,100233.0,99737.75,100101.25,99877.75,99982.0,100939.0,89282.75,116445.0,85787.0,82178.25,83400.0,83616.0,85542.5,85079.0,84628.0,84644.0
Mauritania,26196.0,24641.0,27844.85714285714,23966.285714285717,24686.285714285717,26778.14285714286,26445.42857142857,26056.285714285717,26912.285714285717,26716.285714285717,27804.571428571428,28364.571428571428,27899.0,27210.714285714286,29915.571428571428,28019.14285714286,28545.85714285714,29178.42857142857,29372.0,28122.571428571428,30098.571428571428,29219.0,30573.85714285714,30621.285714285717,30511.714285714286,30754.85714285714,31083.285714285717
Mauritius,99503.2,99176.4,107293.4,133635.5,128667.75,126748.25,133649.25,142628.0,124149.5,135460.25,149545.25,139999.5,129541.75,126598.5,136460.5,133289.75,137666.75,147224.25,116888.2,122130.6,109307.6,122757.0,121791.2,119061.8,127647.6,114606.2,112450.6
Mexico,69229.625,71391.125,78519.5,75078.5,77498.5,79436.875,77469.5,84021.25,83655.625,89789.5,87753.625,94647.125,92636.25,99019.75,96699.5,97766.125,97348.25,96425.0,102481.25,99579.0,100583.25,97093.5,95744.125,98723.75,98057.125,96534.125,100281.75
Mongolia,59327.0,49390.5,49420.5,38283.0,38363.0,45428.0,36504.5,45247.5,43323.5,39464.0,41247.5,36353.5,28302.5,50669.5,48199.5,44788.0,56273.0,54639.5,61819.5,63697.0,67694.5,73050.0,80928.5,68485.0,69547.0,66688.5,61597.5
Montserrat,24731.0,24859.33333333333,24882.33333333333,26120.33333333333,26764.33333333333,27401.666666666668,28299.666666666668,29170.0,30083.0,31043.666666666668,32056.33333333333,33125.666666666664,34257.333333333336,37874.333333333336,39550.333333333336,41330.333333333336,43206.66666666666,44036.333333333336,47511.66666666666,49886.333333333336,52247.333333333336,54531.333333333336,58389.0,57666.66666666666,59671.333333333336,60747.66666666666,61721.0
Morocco,59369.57142857143,58949.0,52338.71428571428,54653.0,62718.71428571428,56266.142857142855,67207.57142857143,61922.57142857143,65844.57142857143,55958.57142857143,59918.71428571428,56258.0,63630.0,65429.142857142855,73070.71428571429,66188.71428571429,80113.0,75219.42857142857,75135.0,68553.28571428571,80604.42857142857,89995.28571428571,95151.85714285714,104719.57142857143,88804.57142857143,89372.42857142857,84044.57142857143
Mozambique,37631.857142857145,36364.42857142857,34216.28571428572,37260.71428571428,37457.0,38189.0,39707.142857142855,40358.142857142855,40589.71428571428,42122.142857142855,41593.28571428572,43352.71428571428,35554.42857142857,39124.57142857143,42301.0,38200.0,44188.42857142857,43981.857142857145,41714.857142857145,47580.142857142855,53541.57142857143,55143.142857142855,64442.0,59371.142857142855,44384.71428571428,49681.57142857143,61360.42857142857
Myanmar,44746.125,46381.625,44884.25,48410.25,47103.875,45487.25,50382.875,48008.22222222222,47670.66666666666,47337.11111111111,48602.11111111111,51506.22222222222,53053.88888888889,54718.66666666666,59188.88888888889,60707.333333333336,64071.22222222222,65190.22222222222,65486.77777777778,67121.22222222222,67465.44444444444,67142.55555555556,67470.88888888889,67059.0,68782.77777777778,69311.33333333333,67193.44444444444
Namibia,20391.0,24797.0,19619.666666666668,17981.0,22037.0,22291.0,17618.333333333332,21942.666666666668,19062.0,14596.666666666666,46777.0,51642.75,52322.0,52035.75,41687.75,45831.5,38267.0,50473.0,54596.75,55305.25,51245.0,50790.5,51089.5,51088.5,51543.75,51139.5,51803.75
Nepal,28255.6,29287.6,28437.4,28524.6,29167.4,29447.8,29635.0,30704.0,29796.8,31756.8,33432.4,34754.2,36303.4,36713.0,38435.0,39320.8,41619.6,40727.8,42348.0,42573.6,42937.2,44475.4,45549.0,45253.2,46465.4,45417.4,46498.4
Netherlands,189605.66666666663,181225.3333333333,189527.66666666663,205445.66666666663,190014.0,188896.3333333333,202141.0,190298.0,200612.3333333333,205444.0,216713.3333333333,200841.3333333333,206959.0,193037.66666666663,210267.3333333333,202852.0,191985.66666666663,210026.66666666663,219066.3333333333,228749.66666666663,214248.3333333333,220572.3333333333,220341.3333333333,209644.3333333333,228573.0,208942.3333333333,200089.66666666663
New Caledonia,55687.875,53299.142857142855,59205.375,48435.625,53053.0,53964.875,57755.42857142857,43657.25,45257.0,40304.375,34031.75,39947.857142857145,34231.0,36400.71428571428,39440.42857142857,38331.71428571428,34302.142857142855,19712.42857142857,34194.5,33227.833333333336,33544.0,28016.0,29689.25,27152.875,25878.285714285717,26671.625,26623.0
New Zealand,156325.5,160871.0,176665.75,209422.0,209357.0,211737.0,217042.25,200409.75,160818.75,187145.75,183004.75,192469.0,190407.5,202547.5,199732.0,192689.0,181522.75,197957.75,193134.25,195772.5,200598.0,198711.5,199687.0,198951.25,198107.25,199358.25,201269.25
Nicaragua,60851.0,69618.25,69950.75,72834.625,72231.375,72651.75,72628.625,71114.75,69342.5,70331.25,68447.0,70201.5,69749.125,69704.625,66733.75,67860.0,69613.5,70603.5,67755.875,69424.375,70545.125,72469.0,70763.875,74288.25,73711.75,82017.875,80745.125
Niger,48700.71428571428,69071.71428571429,80278.85714285714,76118.85714285714,70810.42857142857,68815.0,61170.0,72519.85714285714,79084.42857142857,79582.42857142857,76333.0,72114.57142857143,80272.85714285714,70242.71428571429,72646.28571428571,71606.85714285714,72163.0,74847.28571428571,79226.42857142857,80976.57142857143,90764.85714285714,72384.71428571429,98973.0,111013.57142857143,114849.0,126948.14285714286,118801.57142857143
Nigeria,47282.4,46579.8,46563.0,48072.7,46572.8,45545.8,44701.6,46284.4,43880.8,37270.4,36677.2,35747.2,36498.7,38110.9,40004.3,40900.0,43473.2,38859.6,43965.8,42876.1,45644.0,37745.2,34294.6,32463.5,36554.1,37158.7,37190.9
Niue,72531.66666666667,77974.33333333333,77919.33333333333,79049.0,78429.66666666667,78375.0,78287.0,78172.66666666667,78037.0,77886.0,77725.66666666667,77561.33333333333,77399.66666666667,77245.33333333333,77170.33333333333,77074.66666666667,77032.0,77539.66666666667,77063.66666666667,77133.0,77247.66666666667,77413.0,78174.66666666667,75773.66666666667,77851.33333333333,77713.66666666667,78037.66666666667
Norway,152070.5,137018.0,151512.0,150349.0,129604.0,134913.0,138289.5,152722.0,157648.0,150397.5,140957.5,151808.0,148567.5,148891.0,163549.0,139724.0,155481.5,135978.0,163423.0,137952.5,148818.5,133829.0,140769.0,145271.5,169482.0,157801.0,174804.5
Oman,110469.0,89843.75,92262.5,87213.5,91288.0,92052.75,78052.5,80149.5,85853.25,99465.0,90349.75,106638.25,102546.25,95134.5,95133.5,97975.75,96098.75,97383.0,107560.5,115479.66666666669,96184.33333333331,112940.0,134994.33333333334,87397.66666666667,124667.66666666669,137991.66666666666,138031.66666666666
Pakistan,37567.42857142857,38906.28571428572,41085.71428571428,41904.0,43516.142857142855,46209.57142857143,46184.57142857143,42973.142857142855,47524.142857142855,52658.28571428572,52784.71428571428,50586.57142857143,50681.142857142855,52417.142857142855,55827.57142857143,56974.28571428572,50937.42857142857,59204.28571428572,54582.0,60948.57142857143,63187.0,62336.142857142855,55285.142857142855,61111.0,55426.28571428572,61894.71428571428,59994.28571428572
Panama,54041.71428571428,57665.25,54941.875,51459.0,57201.625,57938.875,57425.625,64414.125,62343.0,65767.25,62771.75,76325.375,80944.0,76579.875,74868.875,72159.0,95772.625,88814.0,87587.75,78855.0,73108.375,71026.375,79519.125,82158.625,81918.5,80979.5,81893.875
Papua New Guinea,64374.57142857143,63124.142857142855,64351.28571428572,64261.142857142855,63980.42857142857,64749.28571428572,65722.57142857143,67129.28571428571,67611.42857142857,68264.71428571429,68876.42857142857,68479.42857142857,67731.0,65660.28571428571,65777.14285714286,65503.142857142855,65528.857142857145,66278.42857142857,65728.57142857143,66871.71428571429,68286.14285714286,70030.85714285714,68729.0,71457.42857142857,71350.14285714286,70564.57142857143,70931.42857142857
Paraguay,48504.75,46650.0,48308.5,49486.875,50931.0,50680.875,49737.375,50918.5,49703.25,47003.125,45648.125,49542.125,50191.875,50932.625,57793.125,51072.75,52153.125,54547.375,53269.625,51198.5,71311.375,72510.125,59408.25,74391.25,75687.5,77000.875,77770.0
Peru,64865.333333333336,65763.55555555556,64119.22222222222,66880.22222222222,68574.33333333333,71973.66666666667,73557.88888888889,74848.33333333333,65287.77777777778,71834.22222222222,70504.0,72556.88888888889,72924.33333333333,73011.22222222222,73172.66666666667,73888.0,79306.55555555556,74934.88888888889,76113.22222222222,78583.77777777778,78998.11111111111,82248.11111111111,83996.22222222222,84169.77777777778,83994.33333333333,84561.55555555556,82944.0
Philippines,48784.25,58065.88888888889,57604.55555555556,58142.22222222222,57581.66666666666,58512.11111111111,55190.55555555556,55936.22222222222,55675.66666666666,55253.77777777778,54753.11111111111,54879.88888888889,54905.66666666666,55431.22222222222,56496.444444444445,57188.22222222222,57337.88888888889,61791.55555555556,62932.333333333336,63446.333333333336,64339.11111111111,66635.44444444444,67193.33333333333,68471.22222222222,71323.11111111111,71881.88888888889,71396.66666666667
Poland,95518.0,84696.33333333333,66806.66666666667,97481.0,68391.0,83035.33333333333,95971.33333333331,81700.0,98296.66666666669,83239.33333333333,95555.66666666669,86096.33333333333,97774.0,68010.5,78004.75,71112.75,58969.75,81985.75,76174.0,77865.5,82177.25,89842.25,93936.5,106917.33333333331,131087.66666666666,101012.66666666669,105675.0
Portugal,64735.5,63834.833333333336,69020.66666666667,73207.83333333333,71432.0,77827.33333333333,76395.66666666667,84804.0,88228.66666666667,87361.16666666667,84383.83333333333,84165.5,87835.83333333333,86301.33333333333,89719.66666666667,82470.83333333333,90189.0,91200.33333333331,90682.0,100293.0,106862.33333333331,119866.0,118444.33333333331,122764.16666666669,126058.0,126092.0,124588.5
Puerto Rico,72472.2,72508.2,73373.4,86556.6,129199.0,103791.4,107940.2,103668.4,47019.0,57838.16666666666,67607.83333333333,68347.0,71086.5,80348.16666666667,81386.0,93705.4,94637.4,91727.2,78400.66666666667,77805.83333333333,77586.33333333333,77190.5,76644.66666666667,76715.16666666667,74110.0,87043.16666666667,89990.83333333333
Qatar,84887.66666666667,81925.0,81799.33333333333,83256.66666666667,81773.66666666667,80147.33333333333,84191.0,83400.0,83544.0,80342.66666666667,78299.33333333333,76210.66666666667,74118.0,76210.66666666667,76916.0,81092.66666666667,80634.66666666667,101539.0,103809.66666666669,108730.0,107352.0,109730.66666666669,89250.33333333333,85591.66666666667,82970.33333333333,112627.0,82851.33333333333
Republic of Korea,81556.71428571429,81249.28571428571,82976.42857142857,83314.28571428571,79856.71428571429,88286.0,88644.57142857143,89052.71428571429,88412.85714285714,89710.0,87718.57142857143,89618.28571428571,93046.0,85140.71428571429,91108.71428571428,87878.14285714286,87652.57142857143,90127.57142857143,93790.71428571428,91126.71428571428,82608.28571428571,78844.71428571429,82220.0,84711.28571428571,88617.71428571429,85978.42857142857,84709.85714285714
Romania,33462.0,32126.33333333333,33040.333333333336,41855.333333333336,38840.5,41298.333333333336,38963.5,44161.0,40416.16666666666,44819.66666666666,35229.0,41530.66666666666,40556.66666666666,40242.5,58512.333333333336,48673.0,45960.66666666666,38193.16666666666,50380.833333333336,51295.16666666666,49391.833333333336,58127.0,38967.333333333336,55225.16666666666,58095.66666666666,50123.66666666666,53312.16666666666
Rwanda,25245.33333333333,27072.33333333333,28490.666666666668,30085.33333333333,25656.11111111111,28867.33333333333,27397.666666666668,26014.555555555555,25312.33333333333,23203.0,33646.88888888889,33557.444444444445,36900.11111111111,36198.444444444445,34054.11111111111,39085.0,38009.0,34742.11111111111,42516.55555555556,49366.22222222222,55151.88888888889,57544.11111111111,64655.0,73543.88888888889,58221.77777777778,56747.88888888889,55141.22222222222
R̩union,70320.4,61408.4,54570.8,47193.4,54794.6,69701.0,65762.4,86860.4,92930.2,128811.6,154971.2,161321.4,146011.6,132043.0,137224.8,124344.6,124033.4,121074.2,128738.0,126061.2,124713.0,120623.6,117341.4,116468.2,116817.8,117496.0,117796.6
Saint Kitts and Nevis,72579.0,72556.66666666667,79666.66666666667,78444.33333333333,76666.66666666667,72222.33333333333,76437.33333333333,67741.33333333333,67696.33333333333,68303.66666666667,68390.33333333333,70566.66666666667,71197.33333333333,70763.0,72037.66666666667,59936.0,105303.0,109242.33333333331,152003.66666666666,146064.33333333334,146143.66666666666,143910.33333333334,142404.66666666666,141769.33333333334,142793.66666666666,66826.0,133802.33333333334
Saint Lucia,50221.25,49229.0,50075.0,52252.0,51941.5,52286.5,52471.25,53129.0,54797.0,49825.75,48971.0,48881.75,47953.75,47676.0,45409.0,48390.25,47921.0,48183.0,48949.75,48255.25,47324.25,46434.5,45697.5,45846.0,45552.25,45855.25,45585.5
Saint Vincent and the Grenadines,60095.0,60985.8,61814.4,62201.8,62044.4,63534.6,57282.4,68971.2,61434.4,60598.2,87830.0,87696.6,87930.4,88151.2,86533.6,82973.4,85217.6,80454.6,81826.0,91157.8,106344.0,115711.6,120172.4,116874.4,117371.8,116490.6,117527.0
Samoa,94749.0,84374.5,79788.0,80284.5,80567.5,80266.5,79216.0,81333.5,82452.0,86085.0,85882.5,85862.0,86094.0,85660.5,85608.5,85549.0,85660.5,85280.5,85845.5,86362.5,91651.5,85554.5,81644.0,82445.5,84506.5,84932.5,85127.0
Sao Tome and Principe,56639.66666666666,59184.333333333336,59534.66666666666,59412.333333333336,59627.333333333336,59062.66666666666,58377.333333333336,58929.333333333336,55069.66666666666,56492.0,57209.333333333336,58796.333333333336,58527.333333333336,59363.333333333336,58467.66666666666,60007.333333333336,54315.0,49913.66666666666,42176.333333333336,41316.66666666666,40589.66666666666,45467.333333333336,45604.333333333336,39395.66666666666,40617.0,39838.333333333336,38584.333333333336
Saudi Arabia,68783.25,62767.5,59257.0,65381.25,66492.75,68122.0,67904.5,61773.25,64248.75,81329.25,95219.75,86145.25,82109.25,84063.0,93506.75,88698.0,95084.75,93097.5,97740.25,97827.5,100279.75,99022.25,99669.5,102025.75,98083.5,103441.0,104635.75
Senegal,47232.333333333336,47853.66666666666,47491.5,48813.5,50820.333333333336,59509.833333333336,53716.5,49408.66666666666,54519.0,56696.5,50643.66666666666,59852.66666666666,75283.66666666667,81907.33333333333,87834.83333333333,93475.83333333331,92705.66666666669,90869.33333333331,84226.16666666667,123931.33333333331,111830.5,101551.5,116879.0,118633.5,114950.5,122313.5,124346.5
Seychelles,50645.0,133262.0,132796.0,132331.0,131866.0,131401.0,130936.0,130471.0,130006.0,129541.0,129075.0,128610.0,128145.0,127680.0,127274.0,126867.0,126460.0,126054.0,125647.0,126092.0,125115.0,125000.0,125000.0,122222.0,86936.0,122012.0,122395.0
Sierra Leone,30015.5,29628.0,30564.83333333333,29492.33333333333,28165.83333333333,30786.5,28901.666666666668,26971.33333333333,26931.166666666668,30272.5,30012.666666666668,28871.666666666668,28586.0,29835.166666666668,29945.166666666668,30543.0,29772.166666666668,30211.5,30311.666666666668,35736.333333333336,37754.0,38305.16666666666,60779.66666666666,41040.66666666666,41714.0,43972.833333333336,44798.5
Solomon Islands,97384.75,106071.5,107264.5,107894.5,107420.5,106964.25,106545.75,105570.75,105525.75,106375.0,108241.25,109186.75,109485.0,108084.0,107237.5,105383.25,107348.75,104297.75,105407.25,105491.25,104514.5,104533.0,109431.5,108077.5,106324.0,107088.0,107076.75
Somalia,42542.66666666666,41243.5,39351.333333333336,40507.5,37817.5,38683.833333333336,40895.333333333336,41757.0,42424.5,45443.66666666666,40303.66666666666,45015.0,45907.66666666666,45964.333333333336,45507.66666666666,45007.66666666666,43745.833333333336,45705.333333333336,44267.333333333336,43867.333333333336,44982.5,42428.0,46158.5,39017.16666666666,38351.5,37807.66666666666,37963.333333333336
South Africa,46410.142857142855,46909.28571428572,39363.42857142857,52213.142857142855,53009.42857142857,53340.857142857145,57995.0,60988.57142857143,65363.57142857143,65419.71428571428,68402.71428571429,65713.14285714286,69893.14285714286,68067.57142857143,71440.85714285714,71416.71428571429,70405.42857142857,69007.71428571429,73938.71428571429,75593.85714285714,73224.85714285714,74699.42857142857,76062.14285714286,75371.42857142857,79194.28571428571,73559.57142857143,74809.85714285714
Spain,85119.42857142857,86314.14285714286,86061.57142857143,83262.28571428571,84416.42857142857,82858.42857142857,88881.85714285714,90789.85714285714,94782.71428571428,96026.71428571428,95978.85714285714,102456.71428571428,101586.71428571428,91249.14285714286,100546.42857142857,96162.0,101846.14285714286,104050.14285714286,99511.42857142857,108682.71428571428,109736.0,111274.71428571428,106367.42857142857,110598.71428571428,117479.71428571428,114392.42857142857,115081.71428571428
Sri Lanka,57552.625,56349.0,56120.625,58346.0,57766.625,57533.5,58576.875,54305.125,54981.875,56371.75,57696.25,58066.375,57665.125,54435.75,60786.125,60197.375,60852.5,63069.625,67221.125,68835.0,67750.375,67436.375,71248.875,73488.5,73044.375,74553.625,76256.75
Suriname,81291.66666666667,85828.16666666667,84940.16666666667,75049.5,76287.66666666667,89347.83333333333,99961.5,98118.66666666669,83500.5,96982.33333333331,94855.83333333331,104058.16666666669,105839.66666666669,110699.16666666669,118682.16666666669,115944.33333333331,111066.66666666669,125112.33333333331,133081.0,139748.16666666666,133811.0,132164.33333333334,136202.16666666666,142537.5,128671.33333333331,131902.33333333334,134312.16666666666
Sweden,206264.0,175101.5,192396.0,217044.5,187790.5,183116.0,194356.0,199376.5,206125.5,181094.5,178471.0,173179.0,174696.0,167748.5,184472.5,187202.0,165319.0,169600.0,189131.0,189494.0,177592.0,186733.5,194094.0,197677.5,206740.0,209767.5,210247.5
Switzerland,136190.25,140550.75,146857.0,152627.75,125433.5,131025.75,166209.75,159538.5,145594.0,131736.5,154937.25,137742.0,142421.75,113583.0,145185.25,141903.25,124067.75,151144.75,153490.75,164106.0,139422.0,166140.75,151296.75,126464.5,160305.25,132599.25,126616.75
Syrian Arab Republic,49551.0,56464.0,55357.16666666666,56806.5,59888.0,64904.0,56873.5,47945.0,64467.0,52692.0,57220.4,60579.4,61765.6,58348.0,57760.4,58667.8,61619.2,53976.6,56411.0,60566.0,56264.0,61803.6,61327.6,61035.2,54464.8,58598.6,60786.6
Thailand,43500.0,43139.28571428572,50791.42857142857,49609.71428571428,51179.857142857145,51879.28571428572,58377.28571428572,57949.42857142857,52276.0,54717.57142857143,57294.42857142857,57359.142857142855,56905.0,61776.71428571428,64685.857142857145,61939.0,67540.0,71175.57142857143,67848.71428571429,72526.42857142857,63584.57142857143,64706.0,69715.42857142857,70117.14285714286,71859.14285714286,72392.14285714286,70536.85714285714
Timor-Leste,27034.5,26042.83333333333,27538.166666666668,30688.666666666668,23321.0,23372.0,23377.166666666668,23865.666666666668,23909.0,29539.666666666668,27505.666666666668,23501.83333333333,22826.0,23150.5,22862.5,23033.33333333333,24169.0,23046.33333333333,20195.0,23908.666666666668,23697.666666666668,24957.33333333333,23457.666666666668,24671.5,25024.5,24102.666666666668,23322.666666666668
Togo,41479.833333333336,40735.16666666666,38420.0,40205.16666666666,39419.0,38681.833333333336,31629.33333333333,46971.16666666666,39938.66666666666,42784.16666666666,37164.5,37464.333333333336,40456.16666666666,37563.833333333336,31624.714285714286,34179.0,40575.28571428572,43239.28571428572,40032.42857142857,40738.57142857143,41419.71428571428,42811.71428571428,28154.42857142857,29626.285714285717,27693.42857142857,30174.0,28952.85714285714
Tonga,126051.0,149588.75,139537.75,130056.0,135115.25,132516.25,131690.5,131422.5,131812.75,136887.75,133622.75,124153.0,125226.75,125491.75,125524.0,125518.0,125062.25,122139.0,123830.25,123740.75,123772.5,123946.0,120883.0,123888.5,126211.5,125357.75,126099.75
Trinidad and Tobago,50929.0,43447.0,47296.66666666666,48864.16666666666,49240.333333333336,50630.333333333336,50635.16666666666,46073.333333333336,46027.5,48960.0,43217.16666666666,42772.5,41265.16666666666,39394.833333333336,36081.5,33475.5,39381.5,31012.166666666668,32000.33333333333,34930.166666666664,30546.33333333333,28225.166666666668,45497.833333333336,62288.5,42177.66666666666,41287.16666666666,49378.333333333336
Tunisia,51161.66666666666,49917.0,52360.333333333336,52584.0,44004.0,51279.66666666666,46580.333333333336,46960.333333333336,52105.0,60851.0,52046.66666666666,59765.333333333336,52982.333333333336,54960.66666666666,58699.0,48357.66666666666,55375.333333333336,56275.333333333336,57019.66666666666,56697.333333333336,59719.333333333336,58120.333333333336,58508.0,60045.66666666666,61489.333333333336,63675.0,66762.66666666667
Turkey,71582.8,73231.4,73911.2,76627.8,72007.4,73716.6,73501.6,74260.0,80466.8,83316.2,83690.8,81063.6,83147.8,86484.4,79182.83333333333,81248.33333333333,84632.5,83855.66666666667,86900.5,94863.66666666669,102508.83333333331,103546.66666666669,94487.33333333331,97135.33333333331,99763.83333333331,99161.83333333331,100332.5
Uganda,36033.66666666666,36019.444444444445,35581.555555555555,37351.333333333336,35937.88888888889,36216.88888888889,31621.444444444445,32553.11111111111,36395.88888888889,41943.77777777778,41223.77777777778,42822.55555555556,42831.66666666666,42514.88888888889,41693.444444444445,42668.0,41342.77777777778,41336.88888888889,30959.444444444445,32298.0,31503.666666666668,30359.222222222223,27302.666666666668,26704.444444444445,31227.444444444445,29671.555555555555,27401.88888888889
United Arab Emirates,120505.5,124623.66666666669,122085.33333333331,88455.33333333333,137511.33333333334,132126.0,136071.33333333334,146447.33333333334,155301.0,147608.66666666666,151673.33333333334,157099.66666666666,150699.0,168951.33333333334,167912.66666666666,168582.33333333334,171244.33333333334,186953.0,186964.66666666663,183940.0,162778.66666666666,171607.0,130177.33333333331,210383.66666666663,108083.66666666669,229726.66666666663,188179.0
